,player_name,birth_year,birthplace,popularity
8293,Grant Mizens,1977,Sydney,5
8294,George Wilson,1914,Chicago,6
8295,Gabriel Freeman,1985,Phoenix,5
8296,Erica White,1986,Jacksonville,6
8297,Forest Sale,1911,Kentucky,5
8298,Kamil Chanas,1985,Wrocław,7
8299,Greg Somogyi,1989,Budapest,5
8300,Gilbert Brown,1987,Harrisburg,5
8301,Gökhan Şirin,1990,Istanbul,6
8302,Ghaleb Rida,1981,Nabatieh,5
8303,Fatoumata Bagayoko,1988,Bamako,9
8304,Gary Ervin,1983,Brooklyn,5
8305,Joe Ragland,1989,West Springfield,11
8306,Fran McCaffery,1959,Philadelphia,5
8307,Erdal Bibo,1977,Üsküdar,6
8308,Gerrod Henderson,1978,Haynesville,5
8309,Tobias Borg,1993,Södertälje,10
8310,George Starke,1948,New York City,5
8311,Fadel Al-Najjar,1985,Kuwait City,5
8312,Sajjad Mashayekhi,1994,Tehran,8
8313,Arnette Hallman,1988,Lisbon,5
8314,Eugene Luther Vidal,1895,Madison,6
8315,Gail Boudreaux,1960,,9
8316,Hafþór Júlíus Björnsson,1988,Iceland,28
8317,Gary David,1978,Dinalupihan,7
8318,Ernie Andres,1918,Jeffersonville,6
8319,Hannah Dodd,1992,,5
8320,Markita Aldridge,1973,Detroit,5
8321,Kueth Duany,1980,Sudan,5
8322,Giorgos Apostolidis,1984,Thessaloniki,5
8323,Hlynur Bæringsson,1982,Stykkishólmur,10
8324,Gaz Choudhry,1985,Karachi,5
8325,Goran Ćakić,1980,Belgrade,7
8326,Jan Kozák,1929,Brno,5
8327,Faisal Aden,1989,Mogadishu,6
8328,Glenn Robinson III,1994,Gary,15
8329,Federico Ramiro,1962,Madrid,5
8330,Ctirad Benáček,1924,Bratislava,5
8331,Göksenin Köksal,1991,Trabzon,8
8332,Frank Howard,1936,Columbus,7
8333,Michael Lewis,1987,Tel Aviv,6
8334,Greg Mangano,1989,Orange,5
8335,Fernando Tiscareño,1945,Ciudad Juárez,5
8336,George Wearring,1928,London,5
8337,Gerardo Suero,1989,Santo Domingo,8
8338,Fanis Koumpouras,1983,Athens,5
8339,Vedran Bosnic,1976,Sarajevo,7
8340,Erkan Veyseloğlu,1983,Munich,6
8341,Jeremy Hazell,1986,Harlem,6
8342,Grayson Boucher,1984,Keizer,6
8343,Gabe Norwood,1985,Fayetteville,7
8344,Fredia Gibbs,1963,Chester,8
8345,Francis Mahoney,1927,Brooklyn,5
8346,Gert Dorbek,1985,Tallinn,9
8347,Fotios Zoumpos,1993,Athens,5
8348,Frank Drmic,1978,Melbourne,6
8349,Franciszek Szymura,1912,Dortmund,8
8350,Michelle Marciniak,1973,Macungie,5
8351,Mistie Mims,1983,Janesville,11
8352,Marc-Antoine Pellin,1987,Orléans,5
8353,Miranda Ayim,1988,Chatham-Kent,9
8354,Toni Dijan,1983,Sukošan,7
8355,Nenad Vučinić,1965,Belgrade,6
8356,Natalie Achonwa,1992,Toronto,14
8357,Meadowlark Lemon,1932,Wilmington,12
8358,Marko Maravič,1979,Ljubljana,5
8359,Mike Fritzthadus Jones,1967,Phoenix,7
8360,Marshall Hawkins,1924,Huntington,6
8361,Marc Judith,1987,Saint-Claude,7
8362,Mame-Marie Sy-Diop,1985,Dakar,8
8363,Hayri Arsebük,1915,,7
8364,Stefan Sinovec,1988,Belgrade,6
8365,Milan Milošević,1985,Bileća,10
8366,Marvin Huffman,1917,Henry County,6
8367,Naim Dhifallah,1982,Nabeul,6
8368,Mike Davis,1956,Jacksonville,7
8369,Marina Solopova,1990,Klaipėda,5
8370,Dionis Sakalak,1913,,5
8371,Nihat Ertuğ,1915,,6
8372,Stefan Birčević,1989,Lazarevac,18
8373,Nick Nurse,1967,Carroll,16
8374,Margaux Okou-Zouzouo,1991,Biarritz,5
8375,Makhtar N'Diaye,1973,Dakar,6
8376,Michaela Uhrová,1982,Brandýs nad Labem-Stará Boleslav,7
8377,Nate Williams,1950,Columbia,6
8378,Juan Miguel Alonso,1962,San Sebastián,7
8379,Michael Bauer,1980,Hastings,5
8380,Mamignan Touré,1994,Nevers,6
8381,Maximiliano Stanic,1978,Buenos Aires,7
8382,Max Kougere,1987,Brazzaville,7
8383,Mourad El Mabrouk,1986,Tunis,8
8384,Mehdi Cheriet,1987,Tarare,5
8385,Jack Habib,1912,Istanbul,7
8386,Nicolas de Jong,1988,Chambray-lès-Tours,8
8387,Hazdayi Penso,1914,Çanakkale,5
8388,Marie Ferdinand-Harris,1978,Miami,9
8389,Mika Vukona,1982,Suva,5
8390,Maxime Zianveni,1979,Nancy,6
8391,Molly Goodenbour,1972,Waterloo,8
8392,Maxine De Zeeuw,1987,Uccle - Ukkel,12
8393,Nikki Teasley,1979,"Washington, D.C.",8
8394,Michelle Plouffe,1992,Edmonton,9
8395,Mykal Riley,1985,Pine Bluff,6
8396,Maxime Dorigo,1936,4th arrondissement of Paris,7
8397,Maksym Zvonov,1987,Bila Tserkva,9
8398,Nakia Sanford,1976,Atlanta,7
8399,Marianna Tolo,1989,Canberra,11
8400,Marija Erić,1983,Belgrade,5
8401,Monica Wright,1988,San Antonio,10
8402,Hank Gathers,1967,Philadelphia,7
8403,Mouhammadou Jaiteh,1994,Pantin,11
8404,Mileta Lisica,1966,Priboj,5
8405,Nicky Anosike,1986,Brooklyn,11
8406,Sadri Usuoğlu,1908,Basra,7
8407,Ward Williams,1923,Colfax,6
8408,Maja Miljković,1988,Leskovac,9
8409,Michael Green,1985,Philadelphia,11
8410,Naili Moran,1908,Istanbul,6
8411,Nell Fortner,1959,Jackson,7
8412,Mikhail Studenetsky,1934,Moscow,14
8413,Mark Jones,1975,Milwaukee,8
8414,Michael Thompson,1989,Chicago,6
8415,José Ángel Antelo,1987,Noia,10
8416,Nathalie Lesdema,1973,Fort-de-France,7
8417,Maxime Courby,1990,Roubaix,5
8418,Nicolas Lang,1990,Mulhouse,5
8419,Mike Mitchell,1967,Los Angeles,5
8420,Nicole Ohlde,1982,Clay Center,6
8421,Natália Hejková,1954,Žilina,6
8422,Marielle Amant,1989,Le Lamentin,12
8423,Natasha Lacy,1985,El Paso,8
8424,Mouhammad Faye,1985,Dakar,10
8425,Maurice Buffière,1934,Oullins,5
8426,Marcus Denmon,1990,Kansas City,7
8427,Matee Ajavon,1986,Monrovia,11
8428,Natalie Novosel,1989,Lexington,6
8429,Mikko Koivisto,1987,Vantaa,10
8430,Maleye N'Doye,1980,Dakar,5
8431,Nenad Miljenović,1993,Belgrade,9
8432,Mildon Ambres,1984,Opelousas,5
8433,Leo Kubiak,1927,Toledo,6
8434,Marquez Haynes,1986,Irving,12
8435,Mathieu Wojciechowski,1992,Calais,6
8436,Moses Ehambe,1986,Arlington,7
8437,Naîgnouma Coulibaly,1989,Bamako,10
8438,Mike Lenzly,1981,Oxford,7
8439,Marguerite Radideau,1907,6th arrondissement of Paris,5
8440,Natalie Hurst,1983,Canberra,9
8441,Nat Hickey,1902,Hoboken,5
8442,Nelson Sardinha,1966,Luanda,5
8443,Marianne Stanley,1954,Yeadon,5
8444,Marco Cusin,1985,Pordenone,11
8445,Natallia Marchanka,1979,Rečyca,9
8446,Mehdi Hafsi,1978,Bordeaux,9
8447,Harry Donovan,1926,Union City,7
8448,Ndèye Ndiaye,1979,Dakar,6
8449,Natalie Stafford,1976,Sydney,8
8450,John Arthurs,1947,New Orleans,7
8451,Al Beard,1942,Fort Valley,6
8452,Ed Rains,1956,Ocala,6
8453,Don Otten,1921,Bellefontaine,7
8454,Eusebio Hernández,1911,Valparaíso,5
8455,Dušan Mlađan,1986,Belgrade,6
8456,Dutch Dehnert,1898,New York City,5
8457,Eddie Lee Wilkins,1962,Cartersville,6
8458,Edgars Šneps,1972,Jelgava,5
8459,Dwayne Whitfield,1972,Aberdeen,6
8460,Dubravka Dačić,1985,Koper,5
8461,Aleksander Lichodzijewski,1984,Słupsk,6
8462,Dorie Murrey,1943,Detroit,6
8463,Duane Ferrell,1965,Baltimore,7
8464,Eddie Rivera,1970,New York City,5
8465,Dominique Johnson,1987,Detroit,10
8466,Ede Komáromi,1928,Szeged,5
8467,Dontell Jefferson,1983,Cordele,8
8468,Edward Jurkiewicz,1948,Pruszcz Gdański,5
8469,Dragiša Drobnjak,1977,Kranj,8
8470,Ed Stanczak,1921,Fort Wayne,6
8471,Don Hanrahan,1929,Chicago,5
8472,Aud Brindley,1923,Mineola,7
8473,Dominic James,1986,Richmond,7
8474,Ed Kalafat,1932,Anaconda,6
8475,Donald Whiteside,1969,Chicago,5
8476,Eddie Mast,1948,Philadelphia,5
8477,Dragan Kovačić,1939,Socialist Federal Republic of Yugoslavia,9
8478,Eddie Miller,1931,New Rochelle,6
8479,Eddie Lucas,1975,Groton,6
8480,Ed Elisma,1975,Miami,5
8481,Donald Hodge,1969,"Washington, D.C.",7
8482,Don Ford,1952,Santa Barbara,7
8483,Dwight Hardy,1987,New York City,8
8484,Nate Barnett,1953,Ibadan,5
8485,Eduardo Machado,1982,Rio de Janeiro,5
8486,Tyrone Britt,1944,Philadelphia,6
8487,Doug Overton,1969,Philadelphia,6
8488,Ed Conlin,1933,Brooklyn,6
8489,Ed Burton,1939,Blytheville,6
8490,Orbie Bowling,1939,Sandy Hook,5
8491,Ed Gayda,1927,Hoquiam,7
8492,Donny Marshall,1972,Detroit,6
8493,Don Lofgran,1928,Oakland,8
8494,Jahor Meščarakoŭ,1976,Minsk,6
8495,Dwayne McClain,1963,Worcester,5
8496,Hal Patterson,1932,Larned,5
8497,Duane Washington,1964,Eschwege,6
8498,Dontonio Wingfield,1974,Albany,6
8499,Doğuş Balbay,1989,Istanbul,15
8500,Ed Johnson,1944,Atlanta,6
8501,Edward Szostak,1911,Kraków,6
8502,Egidijus Dimša,1985,Kaunas,5
8503,Doğuş Balbay,1989,Kadıköy,15
8504,Donna Brown,1963,Pittsworth,6
8505,Dovydas Redikas,1992,Šiauliai,6
8506,José González,1914,Valparaíso,5
8507,Don Goldstein,1938,New York City,5
8508,Eddie Phillips,1961,Birmingham,6
8509,Ed Mikan,1925,Joliet,8
8510,Dragan Milosavljević,1989,Kruševac,13
8511,Eero Salonen,1932,Helsinki,7
8512,Dusan Lukasik,1932,Ružomberok,6
8513,Doug Roth,1967,Knoxville,7
8514,Eduards Andersons,1914,Riga,8
8515,Drew Naymick,1985,Muskegon,9
8516,Edison Ciavattone,1938,Montevideo,5
8517,Don Smith,1951,Dayton,5
8518,Butch Booker,1945,Darby,6
8519,Doremus Bennerman,1972,Bridgeport,5
8520,Don Adams,1947,Atlanta,8
8521,Uroš Mirković,1982,Prishtina,5
8522,Edgar Sosa,1988,New York City,7
8523,Egidio Premiani,1909,Trieste,7
8524,Edward Bartels,1925,New York City,8
8525,Eduardo Agra,1957,Pernambuco,6
8526,Duane Woodward,1976,New York City,6
8527,Jerry Bird,1935,Corbin,9
8528,Ed Tapscott,1953,"Washington, D.C.",6
8529,Dwayne Washington,1964,Brooklyn,8
8530,Dwight Walton,1965,Montreal,6
8531,Katsiaryna Snytsina,1985,Oskemen,15
8532,Doug Thomas,1983,Los Angeles,5
8533,Dragan Ćeranić,1976,Novi Sad,6
8534,Edwina Brown,1978,Dallas,5
8535,Dušan Žáček,1961,Šumperk,5
8536,Edgardo Ocampo,1938,Pampanga,7
8537,Ed Fleming,1933,Pittsburgh,6
8538,Dušan Jelić,1975,Belgrade,9
8539,Dominique Archie,1987,Augusta,6
8540,Doug Lee,1964,Washington,6
8541,Don Martin,1920,Poplar Bluff,5
8542,Tom Brennan,1930,Brooklyn,6
8543,Don Rehfeldt,1927,Chicago,7
8544,Ed Biedenbach,1945,Pittsburgh,6
8545,Dwayne Morton,1971,Louisville,8
8546,Dževad Alihodžić,1969,Zenica,5
8547,Dragan Raca,1961,Bosansko Grahovo,5
8548,Don Savage,1928,Syracuse,5
8549,Deniz Kılıçlı,1990,Samsun,8
8550,Dávid Vojvoda,1990,Kaposvár,7
8551,Dan Crawford,1953,Chicago,7
8552,D. J. Richardson,1991,Peoria,8
8553,Danny Florencio,1947,Quiapo,5
8554,Danny Tarkanian,1961,Redlands,6
8555,Kristen Veal,1981,Adelaide,5
8556,Norman Black,1957,Baltimore,7
8557,Don Asmonga,1928,West Mifflin,8
8558,Doug Kistler,1938,Radnor Township,7
8559,Cornelius Cash,1952,Macon,7
8560,Dick Knostman,1931,Wamego,6
8561,Dior Lowhorn,1987,San Francisco,5
8562,Keisha Anderson,1974,Racine,5
8563,Durrell Summers,1989,Detroit,7
8564,Norton Barnhill,1953,Winston-Salem,8
8565,Jim Bostic,1953,Brooklyn,7
8566,Dexter Strickland,1990,Newark,9
8567,Dmitry Korshakov,1991,Moscow,6
8568,Doğukan Sönmez,1992,Bakırköy,5
8569,Dave Odom,1942,Goldsboro,6
8570,Dorothee Kern,1966,,5
8571,Val Whiting,1972,South Orange,6
8572,Cristina Ouviña,1990,Zaragoza,11
8573,Daren Queenan,1966,Norristown,7
8574,Don Ray,1921,Mt. Juliet,6
8575,De'Mon Brooks,1992,Georgia,8
8576,Darrel Brown,1923,Eureka,7
8577,Don Smith,1910,Pittsburgh,5
8578,Joan Sastre,1991,Inca,11
8579,Corin Henry,1988,Randallstown,5
8580,Diana Gandega,1983,Paris,8
8581,Donna Wilkins,1978,Christchurch,6
8582,Elmer Behnke,1929,Rockford,8
8583,Denny Miller,1934,Bloomington,13
8584,Kim Williams,1974,Chicago,5
8585,Dallas Lauderdale,1988,Solon,6
8586,David Cubillan,1987,Maracaibo,8
8587,Daniel Dillon,1986,Melbourne,6
8588,Don Bielke,1932,Saint Paul,7
8589,Alfonso Sánchez Delgado,1987,Jaén,5
8590,Demetrius Calip,1969,Flint,5
8591,Dragan Zeković,1987,Belgrade,6
8592,Darko Balaban,1989,Novi Sad,7
8593,Dan Earl,1974,Medford Lakes,5
8594,Jimmy Carruth,1969,El Paso,5
8595,Dominique Morrison,1989,Kansas City,5
8596,David Britton,1958,New York City,6
8597,Tim Hardaway Jr.,1992,Miami,22
8598,Craig Kilborn,1962,Kansas City,9
8599,David Fizdale,1974,Los Angeles,13
8600,Eddie Shannon,1977,Riviera Beach,6
8601,Corey Stokes,1988,Jersey City,5
8602,Ondřej Balvín,1992,Ústí nad Labem,13
8603,Edgaras Ulanovas,1992,Kaunas,15
8604,Daniel Vujasinović,1989,Zagreb,5
8605,Dave Gunther,1937,Le Mars,6
8606,Efe Aydan,1955,Ankara,6
8607,Dennis Boyd,1954,Portsmouth,8
8608,Deonte Burton,1991,Los Angeles,7
8609,Donna Ritchie,1963,Manly,5
8610,Cyrus Baguio,1980,Iligan,5
8611,Daniel Johnson,1988,Carnarvon,6
8612,Duşan Çantekin,1990,Kragujevac,7
8613,David Ancrum,1958,New York City,5
8614,Don Grate,1923,Greenfield,6
8615,Darrin Govens,1988,Chester,7
8616,Danny Seigle,1976,Scranton,5
8617,Roger Burkman,1958,Indianapolis,6
8618,Dimitris Dimakopoulos,1966,Thessaloniki,5
8619,Dragan Todorić,1954,Kraljevo,5
8620,Denzel Bowles,1990,Virginia Beach,5
8621,Divya Singh,1982,Varanasi,9
8622,Drew Crawford,1990,Naperville,6
8623,Deividas Gailius,1988,Klaipėda,12
8624,Dalibor Peršić,1985,Tuzla,6
8625,Durand Scott,1990,New York City,9
8626,Dajana Butulija,1986,Kikinda,16
8627,Corey Webster,1988,Auckland,8
8628,César Portillo,1968,Barcelona,5
8629,Devin Searcy,1989,Romulus,8
8630,Daoud Musa,1982,Doha,6
8631,Fred Christ,1930,Queens,6
8632,Daiji Yamada,1981,Osaka,6
8633,Dušan Katnić,1989,Užice,5
8634,David Padgett,1985,Reno,6
8635,DeAndre Hopkins,1992,Central,11
8636,Cumberland Posey,1890,Homestead,7
8637,David Wear,1990,Long Beach,8
8638,Jessica Adair,1986,"Washington, D.C.",7
8639,Shalee Lehning,1986,Liberal,6
8640,Deshaun Thomas,1991,Fort Wayne,16
8641,Domantas Sabonis,1996,Portland,30
8642,Doug Bolstorff,1931,,7
8643,"Earl G. Graves, Jr.",1962,Scarsdale,6
8644,Etdrick Bohannon,1973,San Bernardino,8
8645,Dick Klein,1920,Fort Madison,5
8646,Dan Niculescu,1929,Bucharest,5
8647,Don Schlundt,1933,South Bend,5
8648,Don Kessinger,1942,Forrest City,5
8649,Vladimir Giankovits,1990,Belgrade,11
8650,Gediminas Maceina,1984,Prienai,5
8651,Yusuke Okada,1984,Shinjuku,7
8652,Zaza Enden,1976,Tbilisi,6
8653,Ümit Sonkol,1982,Konya,5
8654,Jay Edwards,1969,Muncie,8
8655,Joji Takeuchi,1985,Osaka,8
8656,Will Sheehey,1992,Stuart,6
8657,Willie Sims,1958,Lanett,5
8658,Will Hanley,1990,New Canaan,6
8659,Yehoshua Rozin,1918,,5
8660,Isaiah Wilkerson,1990,Staten Island,7
8661,Andrei Folbert,1931,Bucharest,7
8662,Yasemen Saylar,1990,Istanbul,8
8663,Jervy Cruz,1986,Cuyapo,5
8664,David Gil,1978,Málaga,5
8665,Wang Ling,1978,Liaoyang,6
8666,Howard Frier,1976,Suffolk,7
8667,Chien Wei-chuan,1971,Kaohsiung,5
8668,Victor H. Mair,1943,East Canton,9
8669,İnanç Koç,1979,Diyarbakır,5
8670,Leonidas Kaselakis,1990,Athens,6
8671,David Jackson,1982,Maryland,5
8672,Nicole Hunt,1988,Warrnambool,5
8673,Vladimir Tica,1981,Doboj,6
8674,Zack Rosen,1989,Colonia,5
8675,Miloš Bojović,1981,Belgrade,7
8676,Marc Pingris,1981,Pozorrubio,7
8677,Albert Sàbat i Vilà,1985,Llagostera,6
8678,Şükran Albayrak,1982,Kartal,5
8679,Thanasis Antetokounmpo,1992,Athens,24
8680,Willie Cauley-Stein,1993,Spearville,19
8681,Joji Takeuchi,1985,Suita,8
8682,Yang Hee-jong,1984,Suwon,7
8683,Al Lujack,1920,Connellsville,5
8684,Yogi Ferrell,1993,Greenfield,20
8685,Wesam Al-Sous,1983,Jordan,5
8686,Vladimir Kuzmanović,1971,Belgrade,6
8687,Giannis Antetokounmpo,1994,Athens,56
8688,William Mosley,1989,Shreveport,6
8689,Don Eliason,1918,Owatonna,5
8690,Zhang Yu,1986,Liaoning,8
8691,Juan Pablo Cantero,1982,Paraná,5
8692,Elie Stephan,1986,Achrafieh,5
8693,Von McDade,1967,Milwaukee,5
8694,Monti Davis,1958,Warren,5
8695,Willie Miller,1977,Olongapo,5
8696,Wesley Bennett,1913,Nashville,7
8697,Whitney Boddie,1987,Florence,5
8698,Tadeusz Ulatowski,1923,Łódź,5
8699,Wang Fei,1963,Beijing,5
8700,Zlatko Bolić,1974,Novi Sad,5
8701,Ben Goldfaden,1913,Newark,5
8702,Brian Jones,1978,Los Angeles,5
8703,Tyler Cain,1988,Rochester,6
8704,Yunus Çankaya,1985,Istanbul,6
8705,Will Thomas,1986,Baltimore,11
8706,Yannis Athinaiou,1988,Athens,7
8707,Carlos Ruf,1969,Hamina,6
8708,McKinley Singleton,1961,Memphis,5
8709,Vladan Vukosavljević,1984,Jagodina,6
8710,Zisis Sarikopoulos,1990,Athens,5
8711,Chase Simon,1989,Detroit,8
8712,İbrahim Çelikkol,1982,İzmit,15
8713,Wilfrid Aka,1979,Paris,5
8714,Vladislav Dragojlović,1979,Užice,5
8715,Jimmy Baxter,1980,St. Petersburg,7
8716,Yasutaka Okayama,1954,Mashiki,6
8717,Zoltan Supola,1988,Budapest,5
8718,Reinar Hallik,1984,Narva,7
8719,Yannick Zachee,1986,Meulan-en-Yvelines,5
8720,Mohammad Hadrab,1984,Kuwait City,5
8721,Zanjoe Marudo,1982,Tanauan,5
8722,Ivan Maraš,1986,Podgorica,9
8723,Gintaras Kadžiulis,1980,Plungė,6
8724,Xu Yong,1989,Shanghai,5
8725,Nili Natcho,1982,Kfar Kama,5
8726,Maurice Bailey,1981,The Bronx,9
8727,Wang Libin,1963,Xi'an,5
8728,Milutin Aleksić,1982,Belgrade,5
8729,Borut Bassin,1944,Ljubljana,7
8730,Branko Mirkovic,1982,Belgrade,9
8731,Will Allen,1949,Rockville,6
8732,Tessa Lavey,1993,Swan Hill,10
8733,Şafak Edge,1992,Balıkesir,5
8734,Zaid Al-Khas,1976,Amman,5
8735,Yoyong Martirez,1951,Catbalogan,5
8736,James Garvin,1950,,5
8737,Victor Oladipo,1992,Silver Spring,26
8738,Stefan Živanović,1989,Belgrade,7
8739,Warren Carter,1985,Dallas,5
8740,Melisa Can,1984,Iowa,7
8741,César Sanmartín,1975,Barcelona,6
8742,Chet McNabb,1920,,5
8743,Madeleine Garrick,1992,Shepparton,6
8744,Giannoulis Larentzakis,1993,Marousi,8
8745,Albert Fontet,1986,Alcanar,5
8746,Mick Pennisi,1975,Australia,5
8747,Yannis Athanasoulas,1987,Athens,5
8748,Tony Farmer,1970,Los Angeles,8
8749,Sue Wicks,1966,Center Moriches,11
8750,Stephen Brun,1980,Caen,7
8751,Ryan Lorthridge,1972,Nashville,6
8752,Tara VanDerveer,1953,Melrose,9
8753,Sacha Massot,1983,Tongeren,7
8754,Jamon Gordon,1984,Jacksonville,13
8755,Dan O'Sullivan,1968,The Bronx,7
8756,Žana Lelas,1970,Split,14
8757,Tijana Krivačević,1990,Novi Sad,6
8758,Stevin Smith,1972,Dallas,6
8759,Vedrana Grgin,1975,Split,6
8760,Sydney Colson,1989,Houston,10
8761,Sandra Le Dréan,1977,Rennes,6
8762,Tari Phillips,1969,Orlando,9
8763,Goran Sobin,1963,Split,6
8764,Maurice Whitfield,1973,Philadelphia,6
8765,Shekinna Stricklen,1990,Conway,11
8766,Shona Thorburn,1982,Oxford,9
8767,Kornelija Kvesić,1963,Kakanj,12
8768,Temi Fagbenle,1992,Baltimore,12
8769,Goran Knežević,1957,Banatski Karlovac,7
8770,Sandra Piršić,1984,Kranj,6
8771,Jure Lalić,1986,Makarska,8
8772,Shawn Swords,1973,Ottawa,5
8773,Thierry Zig,1975,Bondy,6
8774,Anthony Grundy,1979,Louisville,9
8775,Tangela Smith,1977,Chicago,9
8776,Santiago Aldama,1968,"Quel, La Rioja",10
8777,Sarah Michel,1989,Ris-Orangis,13
8778,Sergio Paganella,1911,Q104772227,7
8779,Filip Krušlin,1989,Zagreb,14
8780,Sonja Kireta,1976,Zagreb,6
8781,Duane Klueh,1926,Bottineau,6
8782,Romana Hejdová,1988,Brno,8
8783,Thomas Abercrombie,1987,Auckland,8
8784,Korana Longin-Zanze,1973,Zadar,6
8785,Sam Mackinnon,1976,Melbourne,7
8786,Simon Petrov,1976,Novo Mesto,5
8787,Mario Primorac,1961,Zavidovići,10
8788,Larry Johnson,1954,Morganfield,7
8789,Bobby Cremins,1947,The Bronx,6
8790,Tonya Edwards,1968,Flint,8
8791,Tony Rampton,1976,New Plymouth District,5
8792,Tamara Tatham,1985,Brampton,10
8793,Jakov Vladović,1983,Zadar,9
8794,Stephen Brun,1980,Paris,7
8795,Bojan Krstović,1980,Goraždevac,6
8796,Sam Mack,1970,Chicago,8
8797,Damir Rančić,1983,Split,10
8798,Rowan Barrett,1972,Scarborough,6
8799,Theresa Grentz,1952,Glenolden,6
8800,Shawn King,1982,Gasparillo,7
8801,Stew Johnson,1944,Clairton,9
8802,Skeeter Jackson,1957,Monroe,5
8803,Petr Novický,1948,Olomouc,8
8804,Tony Ronaldson,1972,Adelaide,6
8805,Shanavia Dowdell,1987,Calera,6
8806,Stefan Jović,1990,Niš,19
8807,Fran Pilepić,1989,Rijeka,10
8808,Jamel Thomas,1976,Brooklyn,6
8809,Stef Collins,1982,Upper Heyford,7
8810,Tim Abromaitis,1989,Waterbury,13
8811,Stefhon Hannah,1985,Chicago,9
8812,Sara Chevaugeon,1993,La Rochelle,6
8813,Tommie Green,1956,Baton Rouge,6
8814,Tab Baldwin,1958,Jacksonville,5
8815,Vladislav Lučić,1941,Belgrade,7
8816,Sergey Ivanov,1963,Krasnoyarsk,5
8817,Korie Hlede,1975,Zagreb,6
8818,Stéphane Pelle,1980,Yaoundé,5
8819,Mustafa Abi,1979,Afyonkarahisar,5
8820,Shawnta Rogers,1976,Baltimore,5
8821,Drake Diener,1981,Fond du Lac,10
8822,Teresa Gabriele,1979,Mission,6
8823,Sandra Linkevičienė,1982,Kretinga,7
8824,Sandra Dijon,1976,Fort-de-France,7
8825,Voise Winters,1962,Chicago,7
8826,Tammy Sutton-Brown,1978,Markham,8
8827,Andrija Stipanović,1986,Mostar,9
8828,Spencer Dunkley,1969,Wolverhampton,8
8829,Tanguy Ngombo,1989,Brazzaville,5
8830,Ta'Shia Phillips,1989,Indianapolis,7
8831,Vlade Đurović,1948,Belgrade,9
8832,Rudy Gobert,1992,Saint-Quentin,39
8833,Lamar Butler,1983,Fort Washington,5
8834,Scott Fisher,1963,San Jose,5
8835,Edita Šujanová,1985,Vyškov,6
8836,Radhey Shyam,1955,,5
8837,Shannon Bobbitt,1985,The Bronx,9
8838,Ruth Roberta de Souza,1968,Três Lagoas,11
8839,Terence Dials,1983,Detroit,7
8840,Sean Colson,1975,Philadelphia,9
8841,Slobodanka Maksimović,1977,Novi Sad,6
8842,Tierre Brown,1979,Iowa,7
8843,Ruddy Nelhomme,1972,Pointe-à-Pitre,5
8844,Terrell Everett,1984,Charleston,6
8845,Shavonte Zellous,1986,Orlando,11
8846,Sharif Fajardo,1976,New York City,6
8847,Wayne Turner,1976,Boston,5
8848,Vesna Despotović,1961,Kragujevac,9
8849,Wilbur Holland,1951,Columbus,6
8850,Willie Williams,1946,Miami,5
8851,Walter Hodge,1986,Guaynabo,11
8852,Vittorio Ferracini,1951,Pordenone,6
8853,Wayne Yearwood,1964,Montreal,6
8854,Willie Jones,1936,,5
8855,Weyinmi Efejuku,1986,Queens,6
8856,Whitey Martin,1939,Buffalo,5
8857,Washington Joseph,1950,São Paulo,5
8858,Wally Anderzunas,1946,Omaha,7
8859,Vilmantas Dilys,1987,Utena,9
8860,York Larese,1938,New York City,7
8861,Wardell Jackson,1951,Yazoo City,5
8862,Wendell White,1984,Carson,6
8863,Voldemārs Elmūts,1910,Liepāja,6
8864,Wallace Bryant,1959,Torrejón de Ardoz,6
8865,Vesna Bajkuša,1970,Sarajevo,8
8866,Wyndol Gray,1922,Akron,5
8867,Vincenzo Esposito,1969,Caserta,7
8868,Vlastimil Havlík,1957,Brno,5
8869,Vojtěch Petr,1955,Brno,5
8870,Walter De Raffaele,1968,Livorno,5
8871,Wayne Chapman,1945,Owensboro,5
8872,Viktoryia Hasper,1988,Minsk,7
8873,Wayne Englestad,1966,Rosemead,6
8874,Willie McCarter,1946,Gary,6
8875,Vicente Ramos,1947,Ciudad Rodrigo,7
8876,Vlasta Vrbková,1953,Kyjov,5
8877,Walt Gilmore,1947,Millen,7
8878,Wayne Yates,1937,North Little Rock,7
8879,Viktorija Burenko,1965,Kramatorsk,6
8880,Waldemar Rial,1940,Paso de los Toros,6
8881,Will Franklin,1949,Norfolk,5
8882,Vito Fabris,1954,Santa Sofia,6
8883,Víctor Mahana,1922,Santiago,5
8884,Vytenis Čižauskas,1992,Kaišiadorys District Municipality,7
8885,Vic Bartolome,1948,Santa Barbara,8
8886,Wil Jones,1947,McGehee,9
8887,Vladimír Heger,1932,Prague,8
8888,Walt Simon,1939,Delcambre,7
8889,Willie Smith,1953,Las Vegas,5
8890,William Cunningham,1974,Augusta,6
8891,Willie Sojourner,1948,Philadelphia,5
8892,Vladislav Kondratov,1971,Moscow,7
8893,Wade Helliwell,1978,Melbourne,5
8894,Willie Long,1950,Fort Wayne,5
8895,Corky Devlin,1931,Newark,5
8896,Warren Davis,1943,Atlantic City,7
8897,Wilson Bombarda,1930,Lins,6
8898,Wilfredo Ruiz,1962,Montevideo,7
8899,Xavier Alexander,1988,Forest Park,6
8900,Vladimir Mihailović,1990,Cetinje,10
