,university_name,founding_year,city,popularity
2607,Far Eastern State Transport University,1937.0,,5
2608,University of Craiova,1965.0,,14
2609,M. J. P. Rohilkhand University,1975.0,,6
2610,Northeastern University,1898.0,,30
2611,University of Wales Trinity Saint David - Swansea Campus,1853.0,,5
2612,Institut national des langues et civilisations orientales,1669.0,,38
2613,Botswana International University of Science and Technology,2005.0,,6
2614,State Academic University of Humanities,1994.0,,5
2615,Moscow State Mining University,1918.0,,8
2616,Maharaja Ranjit Singh State Technical University,2014.0,,5
2617,Baldwin Wallace University,1845.0,,6
2618,Turkmenistan State Medical University,1931.0,,9
2619,Norwegian School of Sport Sciences,1870.0,,8
2620,Peoples' Friendship University of Russia,1960.0,,39
2621,Medical University of Łódź,2002.0,,10
2622,"""Prof. Dr. Assen Zlatarov"" University",1963.0,,6
2623,Federal University of Espírito Santo,1954.0,,8
2624,Methodist University of Piracicaba,1964.0,,5
2625,Petru Maior University of Târgu Mureș,1960.0,,6
2626,Orel State University,1919.0,,10
2627,Tokyo Woman's Christian University,1918.0,,11
2628,Albert Einstein College of Medicine,1955.0,,16
2629,American University of Nigeria,2005.0,,6
2630,Federal University of Paraíba,1955.0,,5
2631,Osaka University of Economics,1949.0,,6
2632,University of Jos,1975.0,,5
2633,University of Greenwich,1890.0,,27
2634,Shinawatra University,1996.0,,7
2635,Riga Technical University,1862.0,,35
2636,Kyrgyz Technical University,1954.0,,5
2637,College of the Holy Cross,1843.0,,15
2638,Brusov State University,1935.0,,14
2639,"South-West University ""Neofit Rilski""",1983.0,,8
2640,Panteion University,1927.0,,21
2641,Tianjin Foreign Studies University,1964.0,,5
2642,Royal University of Bhutan,2003.0,,14
2643,Nan Jeon University of Science and Technology,1966.0,,5
2644,Polessky State University,2006.0,,7
2645,Kharkiv National Medical University,1920.0,,12
2646,University of Evansville,1854.0,,9
2647,National Louis University,1886.0,,5
2648,Shukshin Altai State Humanities Pedagogical University,1939.0,,11
2649,National Changhua University of Education,1971.0,,13
2650,Beppu University,1908.0,,5
2651,Mogadishu University,1997.0,,15
2652,Tampere University of Technology,1972.0,,19
2653,Michigan Technological University,1885.0,,18
2654,International Technological University,1994.0,,5
2655,University of Benghazi,1955.0,,12
2656,Lumbini Buddha University,2004.0,,7
2657,National Graduate Institute for Policy Studies,1997.0,,8
2658,Dundalk Institute of Technology,1970.0,,6
2659,Georgia Southwestern State University,1906.0,,7
2660,University of Kitakyushu,1946.0,,9
2661,National Pingtung University of Science and Technology,1924.0,,5
2662,International Academy of Philosophy,1986.0,,6
2663,National Polytechnic University of Armenia,1933.0,,19
2664,Mogilev State A. Kuleshov University,1913.0,,6
2665,Central University of Gujarat,2009.0,,6
2666,Central University of South Bihar,2009.0,,8
2667,Central University of Tamil Nadu,2009.0,,8
2668,National University of Defense Technology,1953.0,,11
2669,Western Carolina University,1889.0,,9
2670,Concordia Seminary,1839.0,,8
2671,Portland State University,1946.0,,19
2672,Harvard Summer School,1871.0,,5
2673,Sherubtse College,1966.0,,8
2674,Altınbaş University,2008.0,,5
2675,University Centre in Svalbard,1993.0,,21
2676,University of Constantinople,425.0,,33
2677,Józef Piłsudski University of Physical Education in Warsaw,1929.0,,5
2678,National Technical University of Athens,1837.0,,25
2679,University of Texas at Dallas,1961.0,,16
2680,Badakhshan University,1996.0,,7
2681,Maxim Tank Belarusian State Pedagogical University,1914.0,,10
2682,Capital Medical University,1960.0,,5
2683,"Academy of Fine Arts, Warsaw",1816.0,,16
2684,University of Wasit,2003.0,,6
2685,Walailak University,1992.0,,6
2686,Amur State University named for Sholom Aleichem,1989.0,,8
2687,Russian State Agricultural University,1865.0,,12
2688,Ilia State University,2006.0,,11
2689,Savitribai Phule Pune University,1948.0,,17
2690,University of Iceland,1911.0,,49
2691,Oklahoma City University,1904.0,,6
2692,Mehran University of Engineering and Technology,1963.0,,7
2693,Pacific State Medical University,1958.0,,6
2694,Semey Medical University,1953.0,,5
2695,Gujarat Ayurved University,1967.0,,5
2696,October 6 University,1996.0,,5
2697,"University of Technology, Iraq",1975.0,,9
2698,National Technological University,1953.0,,10
2699,Stevens Institute of Technology,1870.0,,15
2700,Nalanda Mahavihara,,,66
2701,Suez Canal University,1976.0,,7
2702,University of Turin,1404.0,,41
2703,Cairo University,1908.0,,56
2704,Mutah University,1981.0,,6
2705,University of Louisiana at Monroe,1931.0,,8
2706,Pacific National University,1958.0,,7
2707,Southern Methodist University,1911.0,,24
2708,Kyoto University,1897.0,,69
2709,Islamic Azad University of Karaj,1984.0,,5
2710,Huichon University of Telecommunications,1959.0,,9
2711,Wilkes University,1933.0,,5
2712,University of Stavanger,1994.0,,23
2713,University of Ouargla,1988.0,,7
2714,Indonesian Institute of the Arts,2003.0,,7
2715,Worcester Polytechnic Institute,1865.0,,17
2716,University of Electro-Communications,1949.0,,12
2717,Sharda University,2009.0,,5
2718,Nahrain University,1987.0,,5
2719,Ionian Academy,1824.0,,9
2720,Catholic University of Mechlin,1834.0,,6
2721,Russian State University of Tourism and Services Studies,1952.0,,5
2722,Dokkyo University,1883.0,,6
2723,Gubkin University,1930.0,,19
2724,Jāzeps Vītols Latvian Academy of Music,1919.0,,15
2725,Luhansk State Medical University,1956.0,,8
2726,House of Knowledge,,,10
2727,Autonomous University of Queretaro,1951.0,,6
2728,University of Massachusetts Boston,1964.0,,14
2729,Bucharest National University of Arts,1864.0,,9
2730,University of Sports,1960.0,,6
2731,Guildhall School of Music and Drama,1880.0,,23
2732,Zahedan University of Medical Sciences,1986.0,,5
2733,"Mahatma Gandhi University, Kerala",1983.0,,9
2734,Azerbaijan State Oil and Industrial University,1920.0,,16
2735,Lviv National Environmental University,1856.0,,7
2736,University for Continuing Education Krems,1995.0,,7
2737,International Institute for Management Development,1990.0,,14
2738,Samara State University,1918.0,,6
2739,Minufiya University,1976.0,,8
2740,China University of Political Science and Law,1952.0,,9
2741,Lappeenranta-Lahti University of Technology LUT,1969.0,,18
2742,Sabancı University,1994.0,,8
2743,Saint Joseph's University,1851.0,,13
2744,University of Sopron,1735.0,,17
2745,Institute of Technology of Cambodia,1964.0,,8
2746,Siberian Federal University,2006.0,,17
2747,Fayetteville State University,1867.0,,8
2748,New Orleans Baptist Theological Seminary,1917.0,,5
2749,University of Miskolc,1735.0,,17
2750,"Russian State University of Physical Education, Sport, Youth and Tourism",1918.0,,11
2751,Onomichi City University,2001.0,,5
2752,University of Kuopio,1966.0,,6
2753,University of Beira Interior,1979.0,,10
2754,Holy Trinity University,1940.0,,5
2755,Chaopraya University,1988.0,,5
2756,University of Magallanes,1981.0,,10
2757,Mohamed Khider Biskra University,1998.0,,7
2758,Columbia International University,1923.0,,8
2759,Isle of Man College,1880.0,,5
2760,Jacksonville State University,1883.0,,7
2761,Franz Liszt Academy of Music,1875.0,,30
2762,Chung Hua University,1990.0,,15
2763,Meijo University,1926.0,,10
2764,Staffordshire University,1971.0,,10
2765,University of Houston,1927.0,,29
2766,Regent University,1978.0,,8
2767,University of Antofagasta,1981.0,,7
2768,Rajalakshmi Engineering College,1997.0,,12
2769,Saint Petersburg State University of Culture and Arts,1918.0,,6
2770,Saint Petersburg State University of Technology and Design,1930.0,,6
2771,Saint Petersburg State University of Telecommunications,1930.0,,8
2772,Mulungushi University,2008.0,,5
2773,Saint Petersburg State Electrotechnical University,1886.0,,8
2774,St. Petersburg Naval Institute,1701.0,,8
2775,Shantou University,1981.0,,8
2776,Kumasi Technical University,1954.0,,5
2777,Acharya Nagarjuna University,1976.0,,8
2778,Acharya N. G. Ranga Agricultural University,1964.0,,6
2779,Missouri University of Science and Technology,1870.0,,10
2780,University of South Florida,1956.0,,30
2781,National Defense University of Ukraine,1914.0,,6
2782,University of Texas at San Antonio,1969.0,,14
2783,Northeastern State University,1851.0,,8
2784,Kim Il-sung Military University,1948.0,,17
2785,Yaroslavl State University,1970.0,,9
2786,University of Mediterranean Karpasia,2012.0,,8
2787,Henan University,1912.0,,10
2788,Lehigh University,1865.0,,27
2789,Future University Hakodate,2000.0,,6
2790,Hunan Normal University,1938.0,,6
2791,Mbarara University of Science and Technology,1989.0,,8
2792,Asahikawa Medical University,1973.0,,8
2793,Pondicherry University,1985.0,,11
2794,Igor Sikorsky Kyiv Polytechnic Institute,1898.0,,21
2795,Donetsk National Technical University,1921.0,,15
2796,University of the People,2012.0,,26
2797,Dagestan State Pedagogical University,1917.0,,7
2798,University of East London,1970.0,,30
2799,Russian University of Transport,1896.0,,12
2800,National University of General Sarmiento,1993.0,,7
2801,Karnataka Samskrit University,2010.0,,6
2802,Utkal University,1943.0,,10
2803,Krirk University,1951.0,,5
2804,Veer Kunwar Singh University,1994.0,,5
2805,Irkutsk State University,1918.0,,19
2806,Mokpo National Maritime University,1993.0,,6
2807,Kingston University,1899.0,,27
2808,China Medical University,1958.0,,10
2809,University of Tripoli,1957.0,,16
2810,Free University of Tbilisi,2007.0,,9
2811,Yangon Technological University,1924.0,,6
2812,University of Lucknow,1921.0,,13
2813,Libyan International Medical University,2007.0,,6
2814,University of Cassino,1979.0,,5
2815,Universidad Finis Terrae,1988.0,,9
2816,The University of the Arts,1987.0,,10
2817,National Polytechnic Institute,1936.0,,17
2818,Hirosaki University,1876.0,,8
2819,Southwest University,1906.0,,11
2820,Slemani Polytechnic University,1996.0,,8
2821,Chang Gung University,1987.0,,10
2822,Centro de Formación Interdisciplinaria Superior,1999.0,,5
2823,Prince of Songkla University,1967.0,,10
2824,"California State Polytechnic University, Humboldt",1913.0,,9
2825,Prydniprovska State Academy of Civil Engineering and Architecture,1930.0,,5
2826,California State University San Marcos,1989.0,,7
2827,Ez-Zitouna University,737.0,,18
2828,Budapest University of Technology and Economics,1782.0,,28
2829,Jikei University School of Medicine,1881.0,,5
2830,Dong-eui University,1977.0,,5
2831,University of Informatics Sciences,1989.0,,7
2832,National University of Austral Patagonia,1995.0,,5
2833,National University of La Matanza,1989.0,,6
2834,Örebro University,1977.0,,20
2835,South Ural State University,1943.0,,21
2836,University of Delhi,1922.0,,49
2837,"RISEBA University of Business, Arts and Technology",1992.0,,5
2838,University of Perugia,1308.0,,27
2839,Carlos Albizu University,1966.0,,5
2840,Loyola University Chicago,1870.0,,22
2841,Kyiv School of Economics,1996.0,,5
2842,University of North Carolina at Greensboro,1891.0,,9
2843,State University of Minas Gerais,1989.0,,99
2844,University of Arkansas – Fort Smith,1928.0,,5
2845,Ventspils University of Applied Sciences,1997.0,,7
2846,Jimei University,1994.0,,7
2847,University of Libya,1955.0,,12
2848,National University of Zaire,1971.0,,8
2849,University of the Sacred Heart,1916.0,,9
2850,Vytautas Magnus University Agriculture Academy,1924.0,,11
2851,Ghana Communication Technology University,2006.0,,7
2852,Kyiv Medical University,1992.0,,5
2853,The Open University of Tanzania,1992.0,,8
2854,Kaunas University of Technology,1922.0,,29
2855,University of Missouri–St. Louis,1963.0,,6
2856,Arkansas Tech University,1909.0,,5
2857,Balkh University,1986.0,,16
2858,Perm State Humanitarian Pedagogical University,1919.0,,7
2859,University of Costa Rica,1940.0,,24
2860,State University of Malang,1954.0,,9
2861,Shivaji University,1962.0,,6
2862,Rovira i Virgili University,1991.0,,14
2863,University of the Arctic,2001.0,,17
2864,Kyushu University,1911.0,,33
2865,Hunan Agricultural University,1951.0,,6
2866,"La Salle University, Colombia",1964.0,,5
2867,Oklahoma Wesleyan University,2001.0,,5
2868,Baekseok University,1994.0,,5
2869,Alecu Russo State University of Bălți,1945.0,,10
2870,National Autonomous University of Mexico,1910.0,,56
2871,Harokopio University of Athens,1990.0,,8
2872,Dar ul-Funun,,,15
2873,Catholic University of Ireland,1854.0,,5
2874,University of Rojava,2016.0,,7
2875,University of Modena and Reggio Emilia,1175.0,,22
2876,Georgia Southern University,1906.0,,11
2877,Fakir Mohan University,1999.0,,5
2878,Okayama University,1949.0,,8
2879,University of Bergen,1946.0,,36
2880,Iași University of Life Sciences,1912.0,,7
2881,Universidad del Desarrollo,1990.0,,19
2882,University of Ingolstadt,1472.0,,16
2883,Sunan Kalijaga Islamic University,1951.0,,7
2884,Indiana University of Pennsylvania,1875.0,,12
2885,University of Belgrade Faculty of Organizational Sciences,1971.0,,6
2886,Pakuan University,1980.0,,6
2887,Pontifícia Universidade Católica de São Paulo,1946.0,,8
2888,University of Debrecen,1538.0,,32
2889,University of Timor,2000.0,,6
2890,Texas Southern University,1947.0,,7
2891,Yamaguchi University,1949.0,,8
2892,Kyoto University of Foreign Studies,1947.0,,6
2893,Mahidol University,1943.0,,16
2894,Adamson University,1932.0,,7
2895,Bowling Green State University,1910.0,,21
2896,Khakassian State University named after N.F. Katanov,1939.0,,6
2897,University of Padua,1222.0,,58
2898,Ukrainian State University of Science and Technologies,1930.0,,5
2899,Budapest Metropolitan University,2001.0,,8
2900,University of St Mark & St John,1923.0,,6
2901,Universidad ORT Uruguay,1942.0,,8
2902,Kurume University,1928.0,,6
2903,Youngstown State University,1908.0,,11
2904,Konstfack,1844.0,,11
2905,University of Ostrava,1991.0,,10
2906,Northeast Forestry University,1952.0,,7
2907,Tunis Carthage University,1993.0,,5
2908,Kyushu International University,1950.0,,5
2909,California Baptist University,1950.0,,8
2910,University of Miami,1925.0,,33
2911,Russian University of Spetsnaz,2013.0,,5
2912,University of Lagos,1962.0,,20
2913,Universidad Nacional de Cuyo,1939.0,,11
2914,All-Russian Academy of Foreign Trade,1931.0,,6
2915,University of Agriculture Faisalabad,1906.0,,5
2916,University of Northern Colorado,1889.0,,13
2917,University of Belize,2000.0,,8
2918,Civil Aviation University of China,1951.0,,5
2919,Magdalena Abakanowicz University of the Arts Poznań,1919.0,,9
2920,Tishk International University,2008.0,,7
2921,University of Guilan,1974.0,,7
2922,Széchenyi István University,1968.0,,8
2923,Universiti Teknikal Malaysia Melaka,2000.0,,6
2924,Peruvian University of Applied Sciences,1994.0,,5
2925,Universidad Autónoma Metropolitana,1974.0,,12
2926,Andrews University,1874.0,,10
2927,University of Magdalena,1958.0,,6
2928,École des technologies numériques appliquées,2005.0,,16
2929,Tokyo University of Foreign Studies,1897.0,,18
2930,Tokyo Keizai University,2003.0,,6
2931,Institute of Natural Science,1967.0,,5
2932,Harbin Institute of Technology,1920.0,,22
2933,Donghua University,1951.0,,10
2934,Abkhazian State University,1932.0,,19
2935,University of Northampton,1975.0,,9
2936,Sokoine University of Agriculture,1984.0,,8
2937,Southern Utah University,1897.0,,7
2938,University of Bradford,1832.0,,25
2939,Belgorod State University,1876.0,,12
2940,Shepherd University,1871.0,,5
2941,Gakushuin Women's College,1949.0,,6
2942,University of Tarapacá,1981.0,,6
2943,University of Rajasthan,1948.0,,8
2944,Punyashlok Ahilyadevi Holkar Solapur University,2004.0,,5
2945,Catholic University of Croatia,2006.0,,9
2946,University of St. Martin,1989.0,,5
2947,Biola University,1908.0,,14
2948,Drew University,1867.0,,13
2949,Okinawa Institute of Science and Technology Graduate University,2005.0,,7
2950,Wakayama University,1949.0,,7
2951,Osh State University,1939.0,,11
2952,Johns Hopkins University,1876.0,,79
2953,Hawassa University,1976.0,,6
2954,UniÍtalo,1949.0,,6
2955,Herat University,1988.0,,12
2956,Xinjiang University of Finance and Economics,1950.0,,5
2957,National Autonomous University of jjjjj,1812.0,,5
2958,Ardhi University,2007.0,,7
2959,Governors State University,1969.0,,9
2960,WSB University,1995.0,,6
2961,Sam Ratulangi University,1965.0,,5
2962,University of Aizu,1993.0,,8
2963,University of Sri Jayewardenepura,1873.0,,5
2964,University of New Zealand,1870.0,,11
2965,Cochin University of Science and Technology,1971.0,,6
2966,Abdou Moumouni University,1971.0,,7
2967,Rensselaer Polytechnic Institute,1824.0,,25
2968,National Ilan University,1926.0,,7
2969,Zagazig University,1974.0,,11
2970,Military University Nueva Granada,1982.0,,6
2971,Joseph Fourier University,1970.0,,12
2972,American University in Bosnia and Herzegovina,2005.0,,5
2973,Universiti Teknologi Petronas,1997.0,,14
2974,Kazimierz Pułaski University of Technology and Humanities in Radom,1950.0,,7
2975,Shanghai Jiao Tong University,1896.0,,40
2976,Catholic University of the North,1956.0,,8
2977,Glasgow School of Art,1845.0,,28
2978,Northwest University,1902.0,,7
2979,Transylvania University,1780.0,,13
2980,Carol Davila University of Medicine and Pharmacy,1857.0,,13
2981,Loyola Marymount University,1865.0,,18
2982,Medical University Pleven,1974.0,,10
2983,HEC Management School – University of Liège,1898.0,,5
2984,Norfolk State University,1935.0,,8
2985,University of Blida,1981.0,,5
2986,Falmouth University,1902.0,,8
2987,Azerbaijan Architecture and Construction University,1930.0,,14
2988,Vyatka State University,1963.0,,6
2989,Toho University,1925.0,,6
2990,Playa Ancha University,1948.0,,7
2991,Agricultural University of Athens,1920.0,,15
2992,Smith College,1871.0,,29
2993,Université de Lubumbashi,1955.0,,14
2994,Nanjing Agricultural University,1902.0,,6
2995,Punjab Agricultural University,1962.0,,14
2996,Central University of Punjab,2009.0,,9
2997,Central American University (Managua),1960.0,,7
2998,University of Mumbai,1857.0,,44
2999,Tomsk State University,1878.0,,26
3000,Foro Italico University of Rome,1998.0,,6
3001,Glion Institute of Higher Education,1962.0,,5
3002,Nha Trang University,1959.0,,6
3003,Unicorn University,2006.0,,5
3004,Corvinus University of Budapest,1920.0,,22
3005,Tajik State University of Commerce,1987.0,,7
3006,Ehime University,1949.0,,8
3007,University of Prešov,1997.0,,17
3008,Nagoya University of Foreign Studies,1988.0,,5
3009,Central State University,1887.0,,6
3010,University of San Simón,1832.0,,6
3011,Don State Agrarian University,1962.0,,5
3012,Central University of Himachal Pradesh,2009.0,,5
3013,Central University of Finance and Economics,1949.0,,6
3014,Central University of Karnataka,2009.0,,6
3015,Al Jouf University,2005.0,,5
3016,Central University of Kerala,2009.0,,7
3017,Shiga University,1949.0,,7
3018,Russian State University for the Humanities,1991.0,,13
3019,The Fletcher School of Law and Diplomacy,1933.0,,12
3020,Tripura University,1987.0,,10
3021,Japan Advanced Institute of Science and Technology,1990.0,,5
3022,Kazan State Medical University,1814.0,,10
3023,Red Sea University,1994.0,,5
3024,Wellesley College,1870.0,,32
3025,Kyiv National Economic University named after Vadym Hetman,1906.0,,10
3026,Sudan International University,1990.0,,5
3027,Heliopolis University,1977.0,,5
3028,Kyoto Institute of Technology,1949.0,,7
3029,National Southwestern Associated University,1938.0,,9
3030,Jagiellonian University,1364.0,,67
3031,Uzbekistan State Institute of Arts and Culture,1945.0,,7
3032,St. Thomas University,1910.0,,7
3033,China University of Geosciences,1952.0,,7
3034,Central South University of Forestry and Technology,1958.0,,5
3035,Johnson & Wales University,1914.0,,10
3036,Bulacan State University,1904.0,,10
3037,State University of Land Use Planning,1930.0,,5
3038,Grigore T. Popa University of Medicine and Pharmacy,1879.0,,12
3039,The Education University of Hong Kong,1994.0,,7
3040,French-Azerbaijani University,2016.0,,28
3041,Bataan Peninsula State University,2007.0,,5
3042,Leeds Beckett University,1992.0,,17
3043,Inner Mongolia University,1957.0,,9
3044,Federico Santa María Technical University,1929.0,,13
3045,China University of Mining and Technology,1909.0,,5
3046,Addis Ababa University,1950.0,,30
3047,University of Tartu,1632.0,,61
3048,University of Science and Technology of China,1958.0,,27
3049,Anchor University,2014.0,,5
3050,Linköping University,1975.0,,34
3051,Omsk State Agrarian University,1918.0,,8
3052,Baku Academy of Music,1920.0,,19
3053,Hemwati Nandan Bahuguna Garhwal University,1989.0,,7
3054,University of Algiers 3,2009.0,,5
3055,Maejo University,1934.0,,6
3056,Dominican University,1901.0,,8
3057,Vietnam Academy of Science and Technology,1975.0,,5
3058,University of La Réunion,1982.0,,7
3059,Magadh University,1992.0,,7
3060,University of Rijeka,1973.0,,17
3061,Collegium Trilingue,,,7
3062,Paul Quinn College,1872.0,,5
3063,Kassala University,1990.0,,6
3064,State University of Novi Pazar,2006.0,,6
3065,Theological University Apeldoorn,1894.0,,5
3066,Burapha University,1955.0,,6
3067,University of Delaware,1743.0,,38
3068,Evangelical Theological Faculty,1919.0,,8
3069,Ben-Gurion University of the Negev,1969.0,,37
3070,Bogdan Petriceicu Hasdeu State University,1999.0,,8
3071,University of Aden,1975.0,,7
3072,Hashemite University,1995.0,,21
3073,Ferris State University,1884.0,,9
3074,Tajik State Pedagogical University,1931.0,,7
3075,Ashesi University,2002.0,,5
3076,Yerevan Haybusak University,1990.0,,7
3077,Long Island University,1926.0,,11
3078,Academy of Economic Studies of Moldova,1991.0,,7
3079,Anton de Kom University of Suriname,1968.0,,13
3080,Folkwang University of the Arts,1927.0,,9
3081,Tohoku University,1907.0,,33
3082,University of Split,1974.0,,18
3083,Tsuru University,1953.0,,6
3084,University of Tulsa,1894.0,,13
3085,Prefectural University of Kumamoto,1947.0,,6
3086,Sapporo Medical University,1950.0,,5
3087,Tokyo Polytechnic University,1923.0,,6
3088,Ivanovo State Polytechnic University,2012.0,,5
3089,University of Insubria,1998.0,,13
3090,VSB – Technical University of Ostrava,1849.0,,12
3091,Federal University of Sergipe,1967.0,,6
3092,Chiba Institute of Technology,1942.0,,13
3093,Tbilisi State Medical University,1918.0,,11
3094,Adelphi University,1896.0,,8
3095,Universitas Terbuka,1984.0,,8
3096,Florida Gulf Coast University,1991.0,,10
3097,Nan Kai University of Technology,1969.0,,5
3098,University of Alabama in Huntsville,1950.0,,14
3099,Jimma University,1983.0,,8
3100,University of Central Florida,1963.0,,27
3101,National University of Kyiv-Mohyla Academy,1991.0,,28
3102,Toulouse School of Economics,2006.0,,24
3103,Federal University of Maranhão,1966.0,,5
3104,Federal University of Technology Akure,1981.0,,6
3105,Nebraska Wesleyan University,1887.0,,5
3106,Far East State Medical University,1929.0,,5
3107,Victoria University of Manchester,1851.0,,13
3108,Federal University of Mato Grosso,1970.0,,6
3109,Universidad Técnica Particular de Loja,1971.0,,7
3110,Universidade Da Paz,1999.0,,8
3111,Hubei University,1931.0,,6
3112,Academy of Fine Arts Vienna,1692.0,,35
3113,Kazakh National Pedagogical University,1928.0,,15
3114,Ganesha University of Education,2006.0,,5
3115,University of Aleppo,1958.0,,22
3116,University College of the North,1966.0,,5
3117,Russian State Institute of Performing Arts,1779.0,,10
3118,Sōka University,1971.0,,14
3119,Beijing Institute of Technology,1940.0,,18
3120,Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,1997.0,,9
3121,Pokhara University,1996.0,,7
3122,Samarkand State University,1927.0,,10
3123,Andes University,1948.0,,17
3124,Kyoto Prefectural University,1949.0,,7
3125,Future University in Egypt,2006.0,,6
3126,"University for Information Science and Technology ""St. Paul The Apostle""",2008.0,,16
3127,University of Babylon,1991.0,,5
3128,University of Bahr El-Ghazal,1991.0,,5
3129,University of Baltimore,1925.0,,36
3130,Daito Bunka University,1923.0,,6
3131,University of Cartagena,1827.0,,8
3132,Megatrend University,1989.0,,12
3133,University of Ceylon,1942.0,,5
3134,University of Winnipeg,1967.0,,10
3135,Massey University,1927.0,,20
3136,Indiana University – Purdue University Indianapolis,1969.0,,11
3137,Fiji National University,2009.0,,6
3138,University of Gujrat,2003.0,,5
3139,Sungshin Women's University,1936.0,,5
3140,University of Houston–Downtown,1974.0,,5
3141,University of Ilorin,1975.0,,6
3142,Rio de Janeiro State University,1950.0,,9
3143,University of La Sabana,1979.0,,5
3144,Pyeongtaek University,,,6
3145,Kharkiv Petro Vasylenko National Technical University of Agriculture,1930.0,,6
3146,Mingachevir Polytechnic Institute,1991.0,,5
3147,Chiba University,1923.0,,14
3148,Sampurnanand Sanskrit University,1791.0,,9
3149,Lake Superior State University,1946.0,,6
3150,Florida Polytechnic University,2012.0,,7
3151,Częstochowa University of Technology,1949.0,,7
3152,University of Louisville,1798.0,,23
3153,"Karnataka Folklore University, Haveri",2011.0,,5
3154,Technical University in Zvolen,1952.0,,8
3155,Jilin University,1946.0,,26
3156,Lutheran University of Brazil,1972.0,,5
3157,Roger Williams University,1956.0,,8
3158,University of Cambodia,2003.0,,11
3159,University of Douai,1559.0,,7
3160,Bryant University,1863.0,,11
3161,Florida State University,1851.0,,38
3162,University of Batna,1978.0,,7
3163,Yashwantrao Chavan Maharashtra Open University,1989.0,,6
3164,Brest State Technical University,1966.0,,9
3165,Thamar University,1996.0,,7
3166,West Virginia University,1867.0,,25
3167,Oral Roberts University,1963.0,,10
3168,University of Foggia,1999.0,,17
3169,"Università degli Studi di Roma ""Unitelma Sapienza""",2004.0,,5
3170,Finance University under the Government of the Russian Federation,1919.0,,11
3171,Pázmáneum,1623.0,,8
3172,Kazimierz Wielki University in Bydgoszcz,1969.0,,14
3173,Zayed University,1998.0,,9
3174,Westminster International University in Tashkent,1999.0,,6
3175,University of Petroleum and Energy Studies,2003.0,,6
3176,Western Connecticut State University,1893.0,,9
3177,Museu Nacional,1818.0,,45
3178,Karnataka Institute of Medical Sciences,1957.0,,5
3179,Federal University of Viçosa,1922.0,,6
3180,University of Information Science,2002.0,,7
3181,Moscow State Aviation Technological University,1930.0,,7
3182,Universidad del Pacifico,1962.0,,5
3183,State Tax University,1921.0,,5
3184,Taraclia State University,2004.0,,12
3185,University of Central Lancashire,1828.0,,19
3186,University of Lancaster,1964.0,,34
3187,Babasaheb Bhimrao Ambedkar University,1996.0,,12
3188,Sunan Gunung Djati State Islamic University Bandung,1968.0,,5
3189,Universidad Nacional de Asunción,1889.0,,15
3190,El Colegio de México,1940.0,,14
3191,University of Helmstedt,1576.0,,14
3192,Islamic University of Gaza,1978.0,,14
3193,Mahamakut Buddhist University,1893.0,,8
3194,Haskell Indian Nations University,1884.0,,8
3195,California College of the Arts,1907.0,,13
3196,University of Hartford,1957.0,,16
3197,Ibaraki University,1920.0,,11
3198,Agricultural University of Tirana,1951.0,,14
3199,Norwegian University of Science and Technology,1996.0,,35
3200,"University of Maryland, Baltimore County",1966.0,,14
3201,University of Hawaiʻi at Hilo,1941.0,,13
3202,Shih Hsin University,1956.0,,5
3203,Birzeit University,1975.0,,18
3204,Baku Higher Oil School,2011.0,,8
3205,University Džemal Bijedić of Mostar,1977.0,,10
3206,Francisco Marroquín University,1971.0,,5
3207,Bedër University,2011.0,,6
3208,Temple University,1884.0,,30
3209,National University,1971.0,,10
3210,Ferris University,1870.0,,5
3211,Utopia University,1912.0,,6
3212,University of Salzburg,1622.0,,25
3213,Universidade Amílcar Cabral,1999.0,,9
3214,Universidad Externado de Colombia,1886.0,,5
3215,Northwestern University,1851.0,,57
3216,Yokohama National University,1949.0,,16
3217,Rashtrasant Tukadoji Maharaj Nagpur University,1923.0,,10
3218,European Polytechnical University,2010.0,,5
3219,Venice International University,1995.0,,10
3220,Kyoto City University of Arts,1880.0,,6
3221,Juba university,1975.0,,27
3222,Al-Farabi Kazakh National University,1934.0,,20
3223,"Aalto University School of Arts, Design and Architecture",1871.0,,12
3224,Delaware State University,1891.0,,13
3225,"University of Agricultural Sciences, Dharwad",1986.0,,5
3226,Károli Gáspár University of the Reformed Church in Hungary,1855.0,,6
3227,International Black Sea University,1995.0,,9
3228,Independent University of Moscow,1991.0,,9
3229,University of Slavonski Brod,2015.0,,5
3230,University of Udine,1978.0,,16
3231,Rajiv Gandhi National University of Law,2006.0,,5
3232,Dalian Minzu University,1997.0,,5
3233,University of Central Missouri,1871.0,,8
3234,University of Cuenca,1867.0,,6
3235,Rama Devi Women's University,1969.0,,8
3236,"University of Medicine, Tirana",2013.0,,10
3237,Millersville University of Pennsylvania,1855.0,,5
3238,Boston College,1863.0,,35
3239,Zhejiang Sci-Tech University,1897.0,,8
3240,Loyola University Maryland,1852.0,,8
3241,Beijing Forestry University,1952.0,,6
3242,Minia University,1976.0,,6
3243,Vilnius St. Joseph Seminary,1582.0,,6
3244,Beijing Union University,1985.0,,6
3245,Texas A&M University,1876.0,,41
3246,University of Northern Bahr El-Ghazal,2011.0,,5
3247,National Art Schools (Cuba),,,7
3248,T. H. Shevchenko National University «Chernihiv Colehium»,1916.0,,6
